Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(Wh),Relative Time(h:min:s.ms),Absolute Time
242,CC_Chg,3,1,3,0.0540,0.1376,1.2750,0.0001340,23:36:40.000,11/22/2018 05:48:04
243,CC_Chg,3,1,3,0.0540,0.1376,1.2900,0.0001360,23:53:20.000,11/22/2018 06:04:44
244,CC_Chg,3,1,3,0.0540,0.1379,1.3050,0.0001381,24:10:00.000,11/22/2018 06:21:24
245,CC_Chg,3,1,3,0.0540,0.1379,1.3200,0.0001402,24:26:40.000,11/22/2018 06:38:04
246,CC_Chg,3,1,3,0.0540,0.1385,1.3350,0.0001422,24:43:20.000,11/22/2018 06:54:44
247,CC_Chg,3,1,3,0.0540,0.1388,1.3500,0.0001443,25:00:00.000,11/22/2018 07:11:24
248,CC_Chg,3,1,3,0.0540,0.1391,1.3650,0.0001464,25:16:40.000,11/22/2018 07:28:04
249,CC_Chg,3,1,3,0.0540,0.1395,1.3800,0.0001485,25:33:20.000,11/22/2018 07:44:44
250,CC_Chg,3,1,3,0.0540,0.1398,1.3950,0.0001506,25:50:00.000,11/22/2018 08:01:24
251,CC_Chg,3,1,3,0.0540,0.1404,1.4100,0.0001527,26:06:40.000,11/22/2018 08:18:04
252,CC_Chg,3,1,3,0.0540,0.1410,1.4250,0.0001548,26:23:20.000,11/22/2018 08:34:44
253,CC_Chg,3,1,3,0.0540,0.1419,1.4400,0.0001569,26:40:00.000,11/22/2018 08:51:24
254,CC_Chg,3,1,3,0.0540,0.1432,1.4550,0.0001591,26:56:40.000,11/22/2018 09:08:04
255,CC_Chg,3,1,3,0.0540,0.1444,1.4700,0.0001612,27:13:20.000,11/22/2018 09:24:44
256,CC_Chg,3,1,3,0.0540,0.1466,1.4850,0.0001634,27:30:00.000,11/22/2018 09:41:24
257,CC_Chg,3,1,3,0.0540,0.1484,1.5000,0.0001656,27:46:40.000,11/22/2018 09:58:04
258,CC_Chg,3,1,3,0.0540,0.1509,1.5150,0.0001679,28:03:20.000,11/22/2018 10:14:44
259,CC_Chg,3,1,3,0.0540,0.1534,1.5300,0.0001701,28:20:00.000,11/22/2018 10:31:24
260,CC_Chg,3,1,3,0.0540,0.1568,1.5450,0.0001725,28:36:40.000,11/22/2018 10:48:04
261,CC_Chg,3,1,3,0.0540,0.1596,1.5600,0.0001748,28:53:20.000,11/22/2018 11:04:44
262,CC_Chg,3,1,3,0.0540,0.1630,1.5750,0.0001773,29:10:00.000,11/22/2018 11:21:24
263,CC_Chg,3,1,3,0.0540,0.1652,1.5900,0.0001797,29:26:40.000,11/22/2018 11:38:04
264,CC_Chg,3,1,3,0.0540,0.1674,1.6050,0.0001822,29:43:20.000,11/22/2018 11:54:44
265,CC_Chg,3,1,3,0.0540,0.1698,1.6200,0.0001847,30:00:00.000,11/22/2018 12:11:24
266,CC_Chg,3,1,3,0.0540,0.1717,1.6350,0.0001873,30:16:40.000,11/22/2018 12:28:04
267,CC_Chg,3,1,3,0.0540,0.1742,1.6500,0.0001899,30:33:20.000,11/22/2018 12:44:44
268,CC_Chg,3,1,3,0.0540,0.1770,1.6650,0.0001925,30:50:00.000,11/22/2018 13:01:24
269,CC_Chg,3,1,3,0.0540,0.1804,1.6800,0.0001952,31:06:40.000,11/22/2018 13:18:04
270,CC_Chg,3,1,3,0.0540,0.1841,1.6950,0.0001979,31:23:20.000,11/22/2018 13:34:44
271,CC_Chg,3,1,3,0.0540,0.1884,1.7100,0.0002007,31:40:00.000,11/22/2018 13:51:24
272,CC_Chg,3,1,3,0.0540,0.1925,1.7250,0.0002036,31:56:40.000,11/22/2018 14:08:04
273,CC_Chg,3,1,3,0.0540,0.1965,1.7400,0.0002065,32:13:20.000,11/22/2018 14:24:44
274,CC_Chg,3,1,3,0.0540,0.2005,1.7550,0.0002095,32:30:00.000,11/22/2018 14:41:24
275,CC_Chg,3,1,3,0.0540,0.2058,1.7700,0.0002125,32:46:40.000,11/22/2018 14:58:04
276,CC_Chg,3,1,3,0.0540,0.2120,1.7850,0.0002157,33:03:20.000,11/22/2018 15:14:44
277,CC_Chg,3,1,3,0.0540,0.2185,1.8000,0.0002189,33:20:00.000,11/22/2018 15:31:24
278,CC_Chg,3,1,3,0.0540,0.2213,1.8150,0.0002222,33:36:40.000,11/22/2018 15:48:04
279,CC_Chg,3,1,3,0.0540,0.2229,1.8300,0.0002255,33:53:20.000,11/22/2018 16:04:44
280,CC_Chg,3,1,3,0.0540,0.2244,1.8450,0.0002289,34:10:00.000,11/22/2018 16:21:24
281,CC_Chg,3,1,3,0.0540,0.2263,1.8600,0.0002323,34:26:40.000,11/22/2018 16:38:04
282,CC_Chg,3,1,3,0.0540,0.2281,1.8750,0.0002357,34:43:20.000,11/22/2018 16:54:44
283,CC_Chg,3,1,3,0.0540,0.2303,1.8900,0.0002391,35:00:00.000,11/22/2018 17:11:24
284,CC_Chg,3,1,3,0.0540,0.2337,1.9050,0.0002426,35:16:40.000,11/22/2018 17:28:04
285,CC_Chg,3,1,3,0.0540,0.2396,1.9200,0.0002461,35:33:20.000,11/22/2018 17:44:44
286,CC_Chg,3,1,3,0.0540,0.2523,1.9350,0.0002498,35:50:00.000,11/22/2018 18:01:24
287,CC_Chg,3,1,3,0.0540,0.2756,1.9500,0.0002538,36:06:40.000,11/22/2018 18:18:04
288,CC_Chg,3,1,3,0.0540,0.3047,1.9650,0.0002581,36:23:20.000,11/22/2018 18:34:44
289,CC_Chg,3,1,3,0.0540,0.3388,1.9800,0.0002629,36:40:00.000,11/22/2018 18:51:24
290,CC_Chg,3,1,3,0.0540,0.3791,1.9950,0.0002683,36:56:40.000,11/22/2018 19:08:04
291,CC_Chg,3,1,3,0.0540,0.4275,2.0100,0.0002743,37:13:20.000,11/22/2018 19:24:44
292,CC_Chg,3,1,3,0.0540,0.4870,2.0250,0.0002812,37:30:00.000,11/22/2018 19:41:24
293,CC_Chg,3,1,3,0.0540,0.5645,2.0400,0.0002890,37:46:40.000,11/22/2018 19:58:04
294,CC_Chg,3,1,3,0.0540,0.6708,2.0550,0.0002982,38:03:20.000,11/22/2018 20:14:44
295,CC_Chg,3,1,3,0.0540,0.8460,2.0700,0.0003095,38:20:00.000,11/22/2018 20:31:24
296,CC_Chg,3,1,3,0.0540,1.0894,2.0850,0.0003240,38:36:40.000,11/22/2018 20:48:04
297,CC_Chg,3,1,3,0.0540,1.4595,2.1000,0.0003427,38:53:20.000,11/22/2018 21:04:44
298,CC_Chg,3,1,3,0.0540,1.5001,2.1012,0.0003445,38:54:39.900,11/22/2018 21:06:04
299,Rest,4,1,4,0.0000,1.4983,0.0000,0.0000000,0:00:00.000,11/22/2018 21:06:04
300,Rest,4,1,4,0.0000,1.3073,0.0000,0.0000000,0:15:00.000,11/22/2018 21:21:04
301,CC_DChg,6,2,5,-0.0539,1.3058,0.0000,0.0000000,0:00:00.000,11/22/2018 21:21:04
302,CC_DChg,6,2,5,-0.0540,0.8832,0.0150,0.0000157,0:16:40.000,11/22/2018 21:37:44
303,CC_DChg,6,2,5,-0.0540,0.6814,0.0300,0.0000273,0:33:20.000,11/22/2018 21:54:24
304,CC_DChg,6,2,5,-0.0540,0.5698,0.0450,0.0000366,0:50:00.000,11/22/2018 22:11:04
305,CC_DChg,6,2,5,-0.0540,0.4904,0.0600,0.0000446,1:06:40.000,11/22/2018 22:27:44
306,CC_DChg,6,2,5,-0.0540,0.4296,0.0750,0.0000515,1:23:20.000,11/22/2018 22:44:24
307,CC_DChg,6,2,5,-0.0540,0.3807,0.0900,0.0000575,1:40:00.000,11/22/2018 23:01:04
308,CC_DChg,6,2,5,-0.0540,0.3397,0.1050,0.0000629,1:56:40.000,11/22/2018 23:17:44
309,CC_DChg,6,2,5,-0.0540,0.3047,0.1200,0.0000677,2:13:20.000,11/22/2018 23:34:24
310,CC_DChg,6,2,5,-0.0540,0.2746,0.1350,0.0000721,2:30:00.000,11/22/2018 23:51:04
311,CC_DChg,6,2,5,-0.0540,0.2486,0.1500,0.0000760,2:46:40.000,11/23/2018 00:07:44
312,CC_DChg,6,2,5,-0.0540,0.2266,0.1650,0.0000796,3:03:20.000,11/23/2018 00:24:24
313,CC_DChg,6,2,5,-0.0540,0.2114,0.1800,0.0000828,3:20:00.000,11/23/2018 00:41:04
314,CC_DChg,6,2,5,-0.0540,0.2070,0.1950,0.0000860,3:36:40.000,11/23/2018 00:57:44
315,CC_DChg,6,2,5,-0.0540,0.2055,0.2100,0.0000891,3:53:20.000,11/23/2018 01:14:24
316,CC_DChg,6,2,5,-0.0540,0.2043,0.2250,0.0000921,4:10:00.000,11/23/2018 01:31:04
317,CC_DChg,6,2,5,-0.0540,0.2027,0.2400,0.0000952,4:26:40.000,11/23/2018 01:47:44
318,CC_DChg,6,2,5,-0.0540,0.2005,0.2550,0.0000982,4:43:20.000,11/23/2018 02:04:24
319,CC_DChg,6,2,5,-0.0540,0.1984,0.2700,0.0001012,5:00:00.000,11/23/2018 02:21:04
320,CC_DChg,6,2,5,-0.0540,0.1953,0.2850,0.0001041,5:16:40.000,11/23/2018 02:37:44
321,CC_DChg,6,2,5,-0.0540,0.1909,0.3000,0.0001070,5:33:20.000,11/23/2018 02:54:24
322,CC_DChg,6,2,5,-0.0540,0.1857,0.3150,0.0001099,5:50:00.000,11/23/2018 03:11:04
323,CC_DChg,6,2,5,-0.0540,0.1807,0.3300,0.0001126,6:06:40.000,11/23/2018 03:27:44
324,CC_DChg,6,2,5,-0.0540,0.1751,0.3450,0.0001153,6:23:20.000,11/23/2018 03:44:24
325,CC_DChg,6,2,5,-0.0540,0.1695,0.3600,0.0001179,6:40:00.000,11/23/2018 04:01:04
326,CC_DChg,6,2,5,-0.0540,0.1646,0.3750,0.0001204,6:56:40.000,11/23/2018 04:17:44
327,CC_DChg,6,2,5,-0.0540,0.1596,0.3900,0.0001228,7:13:20.000,11/23/2018 04:34:24
328,CC_DChg,6,2,5,-0.0540,0.1553,0.4050,0.0001252,7:30:00.000,11/23/2018 04:51:04
329,CC_DChg,6,2,5,-0.0540,0.1509,0.4200,0.0001275,7:46:40.000,11/23/2018 05:07:44
330,CC_DChg,6,2,5,-0.0540,0.1475,0.4350,0.0001297,8:03:20.000,11/23/2018 05:24:24
331,CC_DChg,6,2,5,-0.0540,0.1444,0.4500,0.0001319,8:20:00.000,11/23/2018 05:41:04
332,CC_DChg,6,2,5,-0.0540,0.1416,0.4650,0.0001340,8:36:40.000,11/23/2018 05:57:44
333,CC_DChg,6,2,5,-0.0540,0.1388,0.4800,0.0001362,8:53:20.000,11/23/2018 06:14:24
334,CC_DChg,6,2,5,-0.0540,0.1354,0.4950,0.0001382,9:10:00.000,11/23/2018 06:31:04
335,CC_DChg,6,2,5,-0.0540,0.1320,0.5100,0.0001402,9:26:40.000,11/23/2018 06:47:44
336,CC_DChg,6,2,5,-0.0540,0.1283,0.5250,0.0001422,9:43:20.000,11/23/2018 07:04:24
337,CC_DChg,6,2,5,-0.0540,0.1258,0.5400,0.0001441,10:00:00.000,11/23/2018 07:21:04
338,CC_DChg,6,2,5,-0.0540,0.1240,0.5550,0.0001459,10:16:40.000,11/23/2018 07:37:44
339,CC_DChg,6,2,5,-0.0540,0.1218,0.5700,0.0001478,10:33:20.000,11/23/2018 07:54:24
340,CC_DChg,6,2,5,-0.0540,0.1205,0.5850,0.0001496,10:50:00.000,11/23/2018 08:11:04
341,CC_DChg,6,2,5,-0.0540,0.1196,0.6000,0.0001514,11:06:40.000,11/23/2018 08:27:44
342,CC_DChg,6,2,5,-0.0540,0.1190,0.6150,0.0001532,11:23:20.000,11/23/2018 08:44:24
343,CC_DChg,6,2,5,-0.0540,0.1187,0.6300,0.0001550,11:40:00.000,11/23/2018 09:01:04
344,CC_DChg,6,2,5,-0.0540,0.1181,0.6450,0.0001567,11:56:40.000,11/23/2018 09:17:44
345,CC_DChg,6,2,5,-0.0540,0.1178,0.6600,0.0001585,12:13:20.000,11/23/2018 09:34:24
346,CC_DChg,6,2,5,-0.0540,0.1174,0.6750,0.0001603,12:30:00.000,11/23/2018 09:51:04
347,CC_DChg,6,2,5,-0.0540,0.1171,0.6900,0.0001620,12:46:40.000,11/23/2018 10:07:44
348,CC_DChg,6,2,5,-0.0540,0.1168,0.7050,0.0001638,13:03:20.000,11/23/2018 10:24:24
349,CC_DChg,6,2,5,-0.0540,0.1165,0.7200,0.0001655,13:20:00.000,11/23/2018 10:41:04
350,CC_DChg,6,2,5,-0.0540,0.1162,0.7350,0.0001673,13:36:40.000,11/23/2018 10:57:44
351,CC_DChg,6,2,5,-0.0540,0.1159,0.7500,0.0001690,13:53:20.000,11/23/2018 11:14:24
352,CC_DChg,6,2,5,-0.0540,0.1156,0.7650,0.0001708,14:10:00.000,11/23/2018 11:31:04
353,CC_DChg,6,2,5,-0.0540,0.1153,0.7800,0.0001725,14:26:40.000,11/23/2018 11:47:44
354,CC_DChg,6,2,5,-0.0540,0.1153,0.7950,0.0001742,14:43:20.000,11/23/2018 12:04:24
355,CC_DChg,6,2,5,-0.0540,0.1147,0.8100,0.0001760,15:00:00.000,11/23/2018 12:21:04
356,CC_DChg,6,2,5,-0.0540,0.1143,0.8250,0.0001777,15:16:40.000,11/23/2018 12:37:44
357,CC_DChg,6,2,5,-0.0540,0.1140,0.8400,0.0001794,15:33:20.000,11/23/2018 12:54:24
358,CC_DChg,6,2,5,-0.0540,0.1137,0.8550,0.0001811,15:50:00.000,11/23/2018 13:11:04
359,CC_DChg,6,2,5,-0.0540,0.1134,0.8700,0.0001828,16:06:40.000,11/23/2018 13:27:44
360,CC_DChg,6,2,5,-0.0540,0.1131,0.8850,0.0001845,16:23:20.000,11/23/2018 13:44:24
361,CC_DChg,6,2,5,-0.0540,0.1128,0.9000,0.0001862,16:40:00.000,11/23/2018 14:01:04
362,CC_DChg,6,2,5,-0.0540,0.1122,0.9150,0.0001879,16:56:40.000,11/23/2018 14:17:44
363,CC_DChg,6,2,5,-0.0540,0.1119,0.9300,0.0001895,17:13:20.000,11/23/2018 14:34:24
364,CC_DChg,6,2,5,-0.0540,0.1116,0.9450,0.0001912,17:30:00.000,11/23/2018 14:51:04
365,CC_DChg,6,2,5,-0.0540,0.1112,0.9600,0.0001929,17:46:40.000,11/23/2018 15:07:44
366,CC_DChg,6,2,5,-0.0540,0.1106,0.9750,0.0001946,18:03:20.000,11/23/2018 15:24:24
367,CC_DChg,6,2,5,-0.0540,0.1103,0.9900,0.0001962,18:20:00.000,11/23/2018 15:41:04
368,CC_DChg,6,2,5,-0.0540,0.1097,1.0050,0.0001979,18:36:40.000,11/23/2018 15:57:44
369,CC_DChg,6,2,5,-0.0540,0.1091,1.0200,0.0001995,18:53:20.000,11/23/2018 16:14:24
370,CC_DChg,6,2,5,-0.0540,0.1085,1.0350,0.0002011,19:10:00.000,11/23/2018 16:31:04
371,CC_DChg,6,2,5,-0.0540,0.1078,1.0500,0.0002028,19:26:40.000,11/23/2018 16:47:44
372,CC_DChg,6,2,5,-0.0540,0.1072,1.0650,0.0002044,19:43:20.000,11/23/2018 17:04:24
373,CC_DChg,6,2,5,-0.0540,0.1060,1.0800,0.0002060,20:00:00.000,11/23/2018 17:21:04
374,CC_DChg,6,2,5,-0.0540,0.1050,1.0950,0.0002076,20:16:40.000,11/23/2018 17:37:44
375,CC_DChg,6,2,5,-0.0540,0.1038,1.1100,0.0002091,20:33:20.000,11/23/2018 17:54:24
376,CC_DChg,6,2,5,-0.0540,0.1023,1.1250,0.0002107,20:50:00.000,11/23/2018 18:11:04
377,CC_DChg,6,2,5,-0.0540,0.1007,1.1400,0.0002122,21:06:40.000,11/23/2018 18:27:44
378,CC_DChg,6,2,5,-0.0540,0.0979,1.1550,0.0002137,21:23:20.000,11/23/2018 18:44:24
379,CC_DChg,6,2,5,-0.0540,0.0948,1.1700,0.0002151,21:40:00.000,11/23/2018 19:01:04
380,CC_DChg,6,2,5,-0.0540,0.0902,1.1850,0.0002165,21:56:40.000,11/23/2018 19:17:44
381,CC_DChg,6,2,5,-0.0540,0.0855,1.2000,0.0002178,22:13:20.000,11/23/2018 19:34:24
382,CC_DChg,6,2,5,-0.0540,0.0821,1.2150,0.0002191,22:30:00.000,11/23/2018 19:51:04
383,CC_DChg,6,2,5,-0.0540,0.0806,1.2300,0.0002203,22:46:40.000,11/23/2018 20:07:44
384,CC_DChg,6,2,5,-0.0540,0.0802,1.2450,0.0002215,23:03:20.000,11/23/2018 20:24:24
385,CC_DChg,6,2,5,-0.0540,0.0802,1.2600,0.0002227,23:20:00.000,11/23/2018 20:41:04
386,CC_DChg,6,2,5,-0.0540,0.0806,1.2750,0.0002239,23:36:40.000,11/23/2018 20:57:44
387,CC_DChg,6,2,5,-0.0540,0.0806,1.2900,0.0002251,23:53:20.000,11/23/2018 21:14:24
388,CC_DChg,6,2,5,-0.0540,0.0806,1.3050,0.0002263,24:10:00.000,11/23/2018 21:31:04
389,CC_DChg,6,2,5,-0.0540,0.0806,1.3200,0.0002276,24:26:40.000,11/23/2018 21:47:44
390,CC_DChg,6,2,5,-0.0540,0.0806,1.3350,0.0002288,24:43:20.000,11/23/2018 22:04:24
391,CC_DChg,6,2,5,-0.0540,0.0806,1.3500,0.0002300,25:00:00.000,11/23/2018 22:21:04
392,CC_DChg,6,2,5,-0.0540,0.0802,1.3650,0.0002312,25:16:40.000,11/23/2018 22:37:44
393,CC_DChg,6,2,5,-0.0540,0.0802,1.3800,0.0002324,25:33:20.000,11/23/2018 22:54:24
394,CC_DChg,6,2,5,-0.0540,0.0802,1.3950,0.0002336,25:50:00.000,11/23/2018 23:11:04
395,CC_DChg,6,2,5,-0.0540,0.0802,1.4100,0.0002348,26:06:40.000,11/23/2018 23:27:44
396,CC_DChg,6,2,5,-0.0540,0.0802,1.4250,0.0002360,26:23:20.000,11/23/2018 23:44:24
397,CC_DChg,6,2,5,-0.0540,0.0799,1.4400,0.0002372,26:40:00.000,11/24/2018 00:01:04
398,CC_DChg,6,2,5,-0.0540,0.0799,1.4550,0.0002384,26:56:40.000,11/24/2018 00:17:44
399,CC_DChg,6,2,5,-0.0540,0.0799,1.4700,0.0002396,27:13:20.000,11/24/2018 00:34:24
400,CC_DChg,6,2,5,-0.0540,0.0799,1.4850,0.0002408,27:30:00.000,11/24/2018 00:51:04
401,CC_DChg,6,2,5,-0.0540,0.0796,1.5000,0.0002420,27:46:40.000,11/24/2018 01:07:44
402,CC_DChg,6,2,5,-0.0540,0.0796,1.5150,0.0002432,28:03:20.000,11/24/2018 01:24:24
403,CC_DChg,6,2,5,-0.0540,0.0793,1.5300,0.0002444,28:20:00.000,11/24/2018 01:41:04
404,CC_DChg,6,2,5,-0.0540,0.0793,1.5450,0.0002456,28:36:40.000,11/24/2018 01:57:44
405,CC_DChg,6,2,5,-0.0540,0.0790,1.5600,0.0002468,28:53:20.000,11/24/2018 02:14:24
406,CC_DChg,6,2,5,-0.0540,0.0790,1.5750,0.0002479,29:10:00.000,11/24/2018 02:31:04
407,CC_DChg,6,2,5,-0.0540,0.0787,1.5900,0.0002491,29:26:40.000,11/24/2018 02:47:44
408,CC_DChg,6,2,5,-0.0540,0.0787,1.6050,0.0002503,29:43:20.000,11/24/2018 03:04:24
409,CC_DChg,6,2,5,-0.0540,0.0787,1.6200,0.0002515,30:00:00.000,11/24/2018 03:21:04
410,CC_DChg,6,2,5,-0.0540,0.0784,1.6350,0.0002527,30:16:40.000,11/24/2018 03:37:44
411,CC_DChg,6,2,5,-0.0540,0.0781,1.6500,0.0002538,30:33:20.000,11/24/2018 03:54:24
412,CC_DChg,6,2,5,-0.0540,0.0781,1.6650,0.0002550,30:50:00.000,11/24/2018 04:11:04
413,CC_DChg,6,2,5,-0.0540,0.0778,1.6800,0.0002562,31:06:40.000,11/24/2018 04:27:44
414,CC_DChg,6,2,5,-0.0540,0.0775,1.6950,0.0002573,31:23:20.000,11/24/2018 04:44:24
415,CC_DChg,6,2,5,-0.0540,0.0771,1.7100,0.0002585,31:40:00.000,11/24/2018 05:01:04
416,CC_DChg,6,2,5,-0.0540,0.0768,1.7250,0.0002597,31:56:40.000,11/24/2018 05:17:44
417,CC_DChg,6,2,5,-0.0540,0.0765,1.7400,0.0002608,32:13:20.000,11/24/2018 05:34:24
418,CC_DChg,6,2,5,-0.0540,0.0762,1.7550,0.0002619,32:30:00.000,11/24/2018 05:51:04
419,CC_DChg,6,2,5,-0.0540,0.0759,1.7700,0.0002631,32:46:40.000,11/24/2018 06:07:44
420,CC_DChg,6,2,5,-0.0540,0.0756,1.7850,0.0002642,33:03:20.000,11/24/2018 06:24:24
421,CC_DChg,6,2,5,-0.0540,0.0747,1.8000,0.0002654,33:20:00.000,11/24/2018 06:41:04
422,CC_DChg,6,2,5,-0.0540,0.0744,1.8150,0.0002665,33:36:40.000,11/24/2018 06:57:44
423,CC_DChg,6,2,5,-0.0540,0.0737,1.8300,0.0002676,33:53:20.000,11/24/2018 07:14:24
424,CC_DChg,6,2,5,-0.0540,0.0731,1.8450,0.0002687,34:10:00.000,11/24/2018 07:31:04
425,CC_DChg,6,2,5,-0.0540,0.0725,1.8600,0.0002698,34:26:40.000,11/24/2018 07:47:44
426,CC_DChg,6,2,5,-0.0540,0.0719,1.8750,0.0002709,34:43:20.000,11/24/2018 08:04:24
427,CC_DChg,6,2,5,-0.0540,0.0713,1.8900,0.0002719,35:00:00.000,11/24/2018 08:21:04
428,CC_DChg,6,2,5,-0.0540,0.0703,1.9050,0.0002730,35:16:40.000,11/24/2018 08:37:44
429,CC_DChg,6,2,5,-0.0540,0.0691,1.9200,0.0002740,35:33:20.000,11/24/2018 08:54:24
430,CC_DChg,6,2,5,-0.0540,0.0678,1.9350,0.0002751,35:50:00.000,11/24/2018 09:11:04
431,CC_DChg,6,2,5,-0.0540,0.0663,1.9500,0.0002761,36:06:40.000,11/24/2018 09:27:44
432,CC_DChg,6,2,5,-0.0540,0.0647,1.9650,0.0002771,36:23:20.000,11/24/2018 09:44:24
433,CC_DChg,6,2,5,-0.0540,0.0629,1.9800,0.0002780,36:40:00.000,11/24/2018 10:01:04
434,CC_DChg,6,2,5,-0.0540,0.0607,1.9950,0.0002789,36:56:40.000,11/24/2018 10:17:44
435,CC_DChg,6,2,5,-0.0540,0.0582,2.0100,0.0002798,37:13:20.000,11/24/2018 10:34:24
436,CC_DChg,6,2,5,-0.0540,0.0554,2.0250,0.0002807,37:30:00.000,11/24/2018 10:51:04
437,CC_DChg,6,2,5,-0.0540,0.0523,2.0400,0.0002815,37:46:40.000,11/24/2018 11:07:44
438,CC_DChg,6,2,5,-0.0540,0.0480,2.0550,0.0002822,38:03:20.000,11/24/2018 11:24:24
439,CC_DChg,6,2,5,-0.0540,0.0430,2.0700,0.0002829,38:20:00.000,11/24/2018 11:41:04
440,CC_DChg,6,2,5,-0.0540,0.0372,2.0850,0.0002835,38:36:40.000,11/24/2018 11:57:44
441,CC_DChg,6,2,5,-0.0540,0.0303,2.1000,0.0002840,38:53:20.000,11/24/2018 12:14:24
442,CC_DChg,6,2,5,-0.0540,0.0223,2.1150,0.0002844,39:10:00.000,11/24/2018 12:31:04
443,CC_DChg,6,2,5,-0.0540,0.0130,2.1300,0.0002847,39:26:40.000,11/24/2018 12:47:44
444,CC_DChg,6,2,5,-0.0540,0.0099,2.1338,0.0002847,39:30:53.900,11/24/2018 12:51:58
445,Rest,7,2,6,0.0000,0.0130,0.0000,0.0000000,0:00:00.000,11/24/2018 12:51:58
446,Rest,7,2,6,0.0000,0.0204,0.0000,0.0000000,0:15:00.000,11/24/2018 13:06:58
447,CC_Chg,8,2,7,0.0539,0.0223,0.0000,0.0000000,0:00:00.000,11/24/2018 13:06:58
448,CC_Chg,8,2,7,0.0540,0.0421,0.0150,0.0000005,0:16:40.000,11/24/2018 13:23:38
449,CC_Chg,8,2,7,0.0540,0.0545,0.0300,0.0000012,0:33:20.000,11/24/2018 13:40:18
450,CC_Chg,8,2,7,0.0540,0.0641,0.0450,0.0000021,0:50:00.000,11/24/2018 13:56:58
451,CC_Chg,8,2,7,0.0540,0.0713,0.0600,0.0000032,1:06:40.000,11/24/2018 14:13:38
452,CC_Chg,8,2,7,0.0540,0.0765,0.0750,0.0000043,1:23:20.000,11/24/2018 14:30:18
453,CC_Chg,8,2,7,0.0540,0.0802,0.0900,0.0000054,1:40:00.000,11/24/2018 14:46:58
454,CC_Chg,8,2,7,0.0540,0.0833,0.1050,0.0000067,1:56:40.000,11/24/2018 15:03:38
455,CC_Chg,8,2,7,0.0540,0.0855,0.1200,0.0000079,2:13:20.000,11/24/2018 15:20:18
456,CC_Chg,8,2,7,0.0540,0.0871,0.1350,0.0000092,2:30:00.000,11/24/2018 15:36:58
457,CC_Chg,8,2,7,0.0540,0.0886,0.1500,0.0000105,2:46:40.000,11/24/2018 15:53:38
458,CC_Chg,8,2,7,0.0540,0.0895,0.1650,0.0000119,3:03:20.000,11/24/2018 16:10:18
459,CC_Chg,8,2,7,0.0540,0.0902,0.1800,0.0000132,3:20:00.000,11/24/2018 16:26:58
460,CC_Chg,8,2,7,0.0540,0.0911,0.1950,0.0000146,3:36:40.000,11/24/2018 16:43:38
461,CC_Chg,8,2,7,0.0540,0.0917,0.2100,0.0000160,3:53:20.000,11/24/2018 17:00:18
462,CC_Chg,8,2,7,0.0540,0.0923,0.2250,0.0000173,4:10:00.000,11/24/2018 17:16:58
463,CC_Chg,8,2,7,0.0540,0.0926,0.2400,0.0000187,4:26:40.000,11/24/2018 17:33:38
464,CC_Chg,8,2,7,0.0540,0.0930,0.2550,0.0000201,4:43:20.000,11/24/2018 17:50:18
465,CC_Chg,8,2,7,0.0540,0.0933,0.2700,0.0000215,5:00:00.000,11/24/2018 18:06:58
466,CC_Chg,8,2,7,0.0540,0.0936,0.2850,0.0000229,5:16:40.000,11/24/2018 18:23:38
467,CC_Chg,8,2,7,0.0540,0.0939,0.3000,0.0000243,5:33:20.000,11/24/2018 18:40:18
468,CC_Chg,8,2,7,0.0540,0.0942,0.3150,0.0000257,5:50:00.000,11/24/2018 18:56:58
469,CC_Chg,8,2,7,0.0540,0.0942,0.3300,0.0000272,6:06:40.000,11/24/2018 19:13:38
470,CC_Chg,8,2,7,0.0540,0.0945,0.3450,0.0000286,6:23:20.000,11/24/2018 19:30:18
471,CC_Chg,8,2,7,0.0540,0.0948,0.3600,0.0000300,6:40:00.000,11/24/2018 19:46:58
472,CC_Chg,8,2,7,0.0540,0.0948,0.3750,0.0000314,6:56:40.000,11/24/2018 20:03:38
473,CC_Chg,8,2,7,0.0540,0.0951,0.3900,0.0000328,7:13:20.000,11/24/2018 20:20:18
474,CC_Chg,8,2,7,0.0540,0.0951,0.4050,0.0000343,7:30:00.000,11/24/2018 20:36:58
475,CC_Chg,8,2,7,0.0540,0.0954,0.4200,0.0000357,7:46:40.000,11/24/2018 20:53:38
476,CC_Chg,8,2,7,0.0540,0.0954,0.4350,0.0000371,8:03:20.000,11/24/2018 21:10:18
477,CC_Chg,8,2,7,0.0540,0.0957,0.4500,0.0000385,8:20:00.000,11/24/2018 21:26:58
478,CC_Chg,8,2,7,0.0540,0.0957,0.4650,0.0000400,8:36:40.000,11/24/2018 21:43:38
479,CC_Chg,8,2,7,0.0540,0.0957,0.4800,0.0000414,8:53:20.000,11/24/2018 22:00:18
480,CC_Chg,8,2,7,0.0540,0.0961,0.4950,0.0000429,9:10:00.000,11/24/2018 22:16:58
481,CC_Chg,8,2,7,0.0540,0.0961,0.5100,0.0000443,9:26:40.000,11/24/2018 22:33:38
482,CC_Chg,8,2,7,0.0540,0.0964,0.5250,0.0000457,9:43:20.000,11/24/2018 22:50:18
